"cidr","hostmin","hostmax","vendor"
"18.61.132.248/29","18.61.132.248","18.61.132.255","AWS"
"18.61.189.0/24","18.61.189.0","18.61.189.255","AWS"
"18.64.0.0/14","18.64.0.0","18.67.255.255","AWS"
"18.64.0.0/14","18.64.0.0","18.67.255.255","AWS"
"18.68.0.0/16","18.68.0.0","18.68.255.255","AWS"
"18.68.0.0/16","18.68.0.0","18.68.255.255","AWS"
"18.68.0.0/16","18.68.0.0","18.68.255.255","AWS"
"18.88.0.0/18","18.88.0.0","18.88.63.255","AWS"
"18.88.0.0/18","18.88.0.0","18.88.63.255","AWS"
"18.88.128.0/18","18.88.128.0","18.88.191.255","AWS"
"18.88.128.0/18","18.88.128.0","18.88.191.255","AWS"
"18.89.0.0/18","18.89.0.0","18.89.63.255","AWS"
"18.89.0.0/18","18.89.0.0","18.89.63.255","AWS"
"18.89.128.0/18","18.89.128.0","18.89.191.255","AWS"
"18.89.128.0/18","18.89.128.0","18.89.191.255","AWS"
"18.96.0.0/24","18.96.0.0","18.96.0.255","AWS"
"18.96.0.0/24","18.96.0.0","18.96.0.255","AWS"
"18.96.1.0/24","18.96.1.0","18.96.1.255","AWS"
"18.96.1.0/24","18.96.1.0","18.96.1.255","AWS"
"18.96.2.0/24","18.96.2.0","18.96.2.255","AWS"
"18.96.2.0/24","18.96.2.0","18.96.2.255","AWS"
"18.96.8.0/21","18.96.8.0","18.96.15.255","AWS"
"18.96.8.0/21","18.96.8.0","18.96.15.255","AWS"
"18.96.16.0/20","18.96.16.0","18.96.31.255","AWS"
"18.96.16.0/20","18.96.16.0","18.96.31.255","AWS"
"18.96.32.0/19","18.96.32.0","18.96.63.255","AWS"
"18.96.32.0/19","18.96.32.0","18.96.63.255","AWS"
"18.96.64.0/19","18.96.64.0","18.96.95.255","AWS"
"18.96.64.0/19","18.96.64.0","18.96.95.255","AWS"
"18.96.96.0/19","18.96.96.0","18.96.127.255","AWS"
"18.96.96.0/19","18.96.96.0","18.96.127.255","AWS"
"18.96.128.0/19","18.96.128.0","18.96.159.255","AWS"
"18.96.128.0/19","18.96.128.0","18.96.159.255","AWS"
"18.96.160.0/19","18.96.160.0","18.96.191.255","AWS"
"18.96.160.0/19","18.96.160.0","18.96.191.255","AWS"
"18.96.192.0/19","18.96.192.0","18.96.223.255","AWS"
"18.96.192.0/19","18.96.192.0","18.96.223.255","AWS"
"18.96.224.0/19","18.96.224.0","18.96.255.255","AWS"
"18.96.224.0/19","18.96.224.0","18.96.255.255","AWS"
"18.97.0.0/18","18.97.0.0","18.97.63.255","AWS"
"18.97.0.0/18","18.97.0.0","18.97.63.255","AWS"
"18.97.64.0/20","18.97.64.0","18.97.79.255","AWS"
"18.97.64.0/20","18.97.64.0","18.97.79.255","AWS"
"18.97.80.0/20","18.97.80.0","18.97.95.255","AWS"
"18.97.80.0/20","18.97.80.0","18.97.95.255","AWS"
"18.97.96.0/20","18.97.96.0","18.97.111.255","AWS"
"18.97.96.0/20","18.97.96.0","18.97.111.255","AWS"
"18.97.112.0/20","18.97.112.0","18.97.127.255","AWS"
"18.97.112.0/20","18.97.112.0","18.97.127.255","AWS"
"18.97.128.0/18","18.97.128.0","18.97.191.255","AWS"
"18.97.128.0/18","18.97.128.0","18.97.191.255","AWS"
"18.97.192.0/18","18.97.192.0","18.97.255.255","AWS"
"18.97.192.0/18","18.97.192.0","18.97.255.255","AWS"
"18.98.0.0/18","18.98.0.0","18.98.63.255","AWS"
"18.98.0.0/18","18.98.0.0","18.98.63.255","AWS"
"18.98.64.0/19","18.98.64.0","18.98.95.255","AWS"
"18.98.64.0/19","18.98.64.0","18.98.95.255","AWS"
"18.98.96.0/19","18.98.96.0","18.98.127.255","AWS"
"18.98.96.0/19","18.98.96.0","18.98.127.255","AWS"
"18.98.128.0/19","18.98.128.0","18.98.159.255","AWS"
"18.98.128.0/19","18.98.128.0","18.98.159.255","AWS"
"18.98.160.0/19","18.98.160.0","18.98.191.255","AWS"
"18.98.160.0/19","18.98.160.0","18.98.191.255","AWS"
"18.98.192.0/19","18.98.192.0","18.98.223.255","AWS"
"18.98.192.0/19","18.98.192.0","18.98.223.255","AWS"
"18.98.224.0/19","18.98.224.0","18.98.255.255","AWS"
"18.98.224.0/19","18.98.224.0","18.98.255.255","AWS"
"18.99.0.0/19","18.99.0.0","18.99.31.255","AWS"
"18.99.0.0/19","18.99.0.0","18.99.31.255","AWS"
"18.99.32.0/19","18.99.32.0","18.99.63.255","AWS"
"18.99.32.0/19","18.99.32.0","18.99.63.255","AWS"
"18.99.64.0/19","18.99.64.0","18.99.95.255","AWS"
"18.99.64.0/19","18.99.64.0","18.99.95.255","AWS"
"18.99.96.0/20","18.99.96.0","18.99.111.255","AWS"
"18.99.96.0/20","18.99.96.0","18.99.111.255","AWS"
"18.99.112.0/20","18.99.112.0","18.99.127.255","AWS"
"18.99.112.0/20","18.99.112.0","18.99.127.255","AWS"
"18.99.128.0/20","18.99.128.0","18.99.143.255","AWS"
"18.99.128.0/20","18.99.128.0","18.99.143.255","AWS"
"18.99.144.0/20","18.99.144.0","18.99.159.255","AWS"
"18.99.144.0/20","18.99.144.0","18.99.159.255","AWS"
"18.99.160.0/20","18.99.160.0","18.99.175.255","AWS"
"18.99.160.0/20","18.99.160.0","18.99.175.255","AWS"
"18.99.176.0/20","18.99.176.0","18.99.191.255","AWS"
"18.99.176.0/20","18.99.176.0","18.99.191.255","AWS"
"18.99.192.0/20","18.99.192.0","18.99.207.255","AWS"
"18.99.192.0/20","18.99.192.0","18.99.207.255","AWS"
"18.99.208.0/20","18.99.208.0","18.99.223.255","AWS"
"18.99.208.0/20","18.99.208.0","18.99.223.255","AWS"
"18.99.224.0/20","18.99.224.0","18.99.239.255","AWS"
"18.99.224.0/20","18.99.224.0","18.99.239.255","AWS"
"18.99.240.0/20","18.99.240.0","18.99.255.255","AWS"
"18.99.240.0/20","18.99.240.0","18.99.255.255","AWS"
"18.100.0.0/15","18.100.0.0","18.101.255.255","AWS"
"18.100.0.0/15","18.100.0.0","18.101.255.255","AWS"
"18.100.64.128/26","18.100.64.128","18.100.64.191","AWS"
"18.100.64.192/26","18.100.64.192","18.100.64.255","AWS"
"18.100.65.0/26","18.100.65.0","18.100.65.63","AWS"
"18.100.66.0/23","18.100.66.0","18.100.67.255","AWS"
"18.100.71.128/25","18.100.71.128","18.100.71.255","AWS"
"18.100.74.0/23","18.100.74.0","18.100.75.255","AWS"
"18.100.160.0/24","18.100.160.0","18.100.160.255","AWS"
"18.100.184.0/25","18.100.184.0","18.100.184.127","AWS"
"18.100.184.128/25","18.100.184.128","18.100.184.255","AWS"
"18.100.194.128/25","18.100.194.128","18.100.194.255","AWS"
"18.100.196.128/25","18.100.196.128","18.100.196.255","AWS"
"18.100.209.192/28","18.100.209.192","18.100.209.207","AWS"
"18.100.209.224/28","18.100.209.224","18.100.209.239","AWS"
"18.100.209.240/28","18.100.209.240","18.100.209.255","AWS"
"18.101.80.0/22","18.101.80.0","18.101.83.255","AWS"
"18.101.84.0/23","18.101.84.0","18.101.85.255","AWS"
"18.101.90.48/29","18.101.90.48","18.101.90.55","AWS"
"18.101.212.0/23","18.101.212.0","18.101.213.255","AWS"
"18.102.0.0/16","18.102.0.0","18.102.255.255","AWS"
"18.102.0.0/16","18.102.0.0","18.102.255.255","AWS"
"18.102.2.0/23","18.102.2.0","18.102.3.255","AWS"
"18.102.158.64/26","18.102.158.64","18.102.158.127","AWS"
"18.102.158.128/25","18.102.158.128","18.102.158.255","AWS"
"18.102.160.0/22","18.102.160.0","18.102.163.255","AWS"
"18.102.189.204/31","18.102.189.204","18.102.189.205","AWS"
"18.102.189.208/30","18.102.189.208","18.102.189.211","AWS"
"18.116.0.0/14","18.116.0.0","18.119.255.255","AWS"
"18.116.0.0/14","18.116.0.0","18.119.255.255","AWS"
"18.117.239.68/30","18.117.239.68","18.117.239.71","AWS"
"18.130.0.0/16","18.130.0.0","18.130.255.255","AWS"
"18.130.0.0/16","18.130.0.0","18.130.255.255","AWS"
"18.130.91.144/30","18.130.91.144","18.130.91.147","AWS"
"18.130.91.148/30","18.130.91.148","18.130.91.151","AWS"
"18.132.0.0/14","18.132.0.0","18.135.255.255","AWS"
"18.132.0.0/14","18.132.0.0","18.135.255.255","AWS"
"18.132.21.0/24","18.132.21.0","18.132.21.255","AWS"
"18.132.22.0/23","18.132.22.0","18.132.23.255","AWS"
"18.132.146.192/26","18.132.146.192","18.132.146.255","AWS"
"18.133.45.0/26","18.133.45.0","18.133.45.63","AWS"
"18.133.45.64/26","18.133.45.64","18.133.45.127","AWS"
"18.134.68.0/22","18.134.68.0","18.134.71.255","AWS"
"18.134.255.160/27","18.134.255.160","18.134.255.191","AWS"
"18.134.255.192/27","18.134.255.192","18.134.255.223","AWS"
"18.134.255.224/27","18.134.255.224","18.134.255.255","AWS"
"18.135.226.192/26","18.135.226.192","18.135.226.255","AWS"
"18.136.0.0/16","18.136.0.0","18.136.255.255","AWS"
"18.136.0.0/16","18.136.0.0","18.136.255.255","AWS"
"18.136.1.192/27","18.136.1.192","18.136.1.223","AWS"
"18.136.1.224/27","18.136.1.224","18.136.1.255","AWS"
"18.138.0.0/15","18.138.0.0","18.139.255.255","AWS"
"18.138.0.0/15","18.138.0.0","18.139.255.255","AWS"
"18.138.134.128/25","18.138.134.128","18.138.134.255","AWS"
"18.138.244.0/23","18.138.244.0","18.138.245.255","AWS"
"18.139.204.176/28","18.139.204.176","18.139.204.191","AWS"
"18.139.204.192/27","18.139.204.192","18.139.204.223","AWS"
"18.140.0.0/15","18.140.0.0","18.141.255.255","AWS"
"18.140.0.0/15","18.140.0.0","18.141.255.255","AWS"
"18.140.177.0/26","18.140.177.0","18.140.177.63","AWS"
"18.140.177.64/26","18.140.177.64","18.140.177.127","AWS"
"18.141.66.248/30","18.141.66.248","18.141.66.251","AWS"
"18.141.66.252/30","18.141.66.252","18.141.66.255","AWS"
"18.141.148.0/26","18.141.148.0","18.141.148.63","AWS"
"18.141.148.128/25","18.141.148.128","18.141.148.255","AWS"
"18.141.150.0/23","18.141.150.0","18.141.151.255","AWS"
"18.141.152.0/24","18.141.152.0","18.141.152.255","AWS"
"18.141.154.0/23","18.141.154.0","18.141.155.255","AWS"
"18.141.226.0/23","18.141.226.0","18.141.227.255","AWS"
"18.141.238.0/26","18.141.238.0","18.141.238.63","AWS"
"18.141.238.68/30","18.141.238.68","18.141.238.71","AWS"
"18.142.0.0/15","18.142.0.0","18.143.255.255","AWS"
"18.142.0.0/15","18.142.0.0","18.143.255.255","AWS"
"18.143.204.64/26","18.143.204.64","18.143.204.127","AWS"
"18.143.206.152/29","18.143.206.152","18.143.206.159","AWS"
"18.143.206.160/29","18.143.206.160","18.143.206.167","AWS"
"18.144.0.0/15","18.144.0.0","18.145.255.255","AWS"
"18.144.0.0/15","18.144.0.0","18.145.255.255","AWS"
"18.144.76.32/29","18.144.76.32","18.144.76.39","AWS"
"18.144.76.128/25","18.144.76.128","18.144.76.255","AWS"
"18.144.158.0/27","18.144.158.0","18.144.158.31","AWS"
"18.144.158.64/26","18.144.158.64","18.144.158.127","AWS"
"18.144.184.0/23","18.144.184.0","18.144.185.255","AWS"
"18.153.0.0/16","18.153.0.0","18.153.255.255","AWS"
"18.153.0.0/16","18.153.0.0","18.153.255.255","AWS"
"18.153.40.0/22","18.153.40.0","18.153.43.255","AWS"
"18.153.115.128/26","18.153.115.128","18.153.115.191","AWS"
"18.153.115.192/26","18.153.115.192","18.153.115.255","AWS"
"18.153.168.0/23","18.153.168.0","18.153.169.255","AWS"
"18.153.184.84/31","18.153.184.84","18.153.184.85","AWS"
"18.153.184.88/30","18.153.184.88","18.153.184.91","AWS"
"18.153.184.142/31","18.153.184.142","18.153.184.143","AWS"
"18.153.184.148/30","18.153.184.148","18.153.184.151","AWS"
"18.154.0.0/15","18.154.0.0","18.155.255.255","AWS"
"18.154.0.0/15","18.154.0.0","18.155.255.255","AWS"
"18.156.0.0/14","18.156.0.0","18.159.255.255","AWS"
"18.156.0.0/14","18.156.0.0","18.159.255.255","AWS"
"18.156.52.0/24","18.156.52.0","18.156.52.255","AWS"
"18.156.54.0/23","18.156.54.0","18.156.55.255","AWS"
"18.157.71.192/26","18.157.71.192","18.157.71.255","AWS"
"18.157.237.128/26","18.157.237.128","18.157.237.191","AWS"
"18.157.237.192/26","18.157.237.192","18.157.237.255","AWS"
"18.160.0.0/15","18.160.0.0","18.161.255.255","AWS"
"18.160.0.0/15","18.160.0.0","18.161.255.255","AWS"
"18.162.0.0/16","18.162.0.0","18.162.255.255","AWS"
"18.162.0.0/16","18.162.0.0","18.162.255.255","AWS"
"18.162.127.0/27","18.162.127.0","18.162.127.31","AWS"
"18.162.127.32/27","18.162.127.32","18.162.127.63","AWS"
"18.162.127.64/27","18.162.127.64","18.162.127.95","AWS"
"18.162.189.0/24","18.162.189.0","18.162.189.255","AWS"
"18.162.221.128/27","18.162.221.128","18.162.221.159","AWS"
"18.162.221.160/27","18.162.221.160","18.162.221.191","AWS"
"18.162.221.192/27","18.162.221.192","18.162.221.223","AWS"
"18.163.0.0/16","18.163.0.0","18.163.255.255","AWS"
"18.163.0.0/16","18.163.0.0","18.163.255.255","AWS"
"18.163.66.0/23","18.163.66.0","18.163.67.255","AWS"
"18.163.68.0/26","18.163.68.0","18.163.68.63","AWS"
"18.163.139.32/27","18.163.139.32","18.163.139.63","AWS"
"18.163.201.0/26","18.163.201.0","18.163.201.63","AWS"
"18.163.201.96/27","18.163.201.96","18.163.201.127","AWS"
"18.163.204.0/23","18.163.204.0","18.163.205.255","AWS"
"18.164.0.0/15","18.164.0.0","18.165.255.255","AWS"
"18.164.0.0/15","18.164.0.0","18.165.255.255","AWS"
"18.166.0.0/15","18.166.0.0","18.167.255.255","AWS"
"18.166.0.0/15","18.166.0.0","18.167.255.255","AWS"
"18.166.20.64/26","18.166.20.64","18.166.20.127","AWS"
"18.166.20.128/26","18.166.20.128","18.166.20.191","AWS"
"18.166.20.192/26","18.166.20.192","18.166.20.255","AWS"
"18.166.237.64/27","18.166.237.64","18.166.237.95","AWS"
"18.166.237.96/27","18.166.237.96","18.166.237.127","AWS"
"18.166.237.128/27","18.166.237.128","18.166.237.159","AWS"
"18.167.88.72/29","18.167.88.72","18.167.88.79","AWS"
"18.167.88.80/30","18.167.88.80","18.167.88.83","AWS"
"18.167.88.96/28","18.167.88.96","18.167.88.111","AWS"
"18.167.88.112/28","18.167.88.112","18.167.88.127","AWS"
"18.167.111.0/24","18.167.111.0","18.167.111.255","AWS"
"18.167.112.0/24","18.167.112.0","18.167.112.255","AWS"
"18.167.113.0/24","18.167.113.0","18.167.113.255","AWS"
"18.168.0.0/14","18.168.0.0","18.171.255.255","AWS"
"18.168.0.0/14","18.168.0.0","18.171.255.255","AWS"
"18.168.33.0/24","18.168.33.0","18.168.33.255","AWS"
"18.168.34.0/23","18.168.34.0","18.168.35.255","AWS"
"18.168.36.0/24","18.168.36.0","18.168.36.255","AWS"
"18.168.37.0/27","18.168.37.0","18.168.37.31","AWS"
"18.168.37.32/28","18.168.37.32","18.168.37.47","AWS"
"18.168.37.48/30","18.168.37.48","18.168.37.51","AWS"
"18.168.37.64/26","18.168.37.64","18.168.37.127","AWS"
"18.168.37.136/29","18.168.37.136","18.168.37.143","AWS"
"18.168.37.144/30","18.168.37.144","18.168.37.147","AWS"
"18.168.37.160/28","18.168.37.160","18.168.37.175","AWS"
"18.168.37.176/28","18.168.37.176","18.168.37.191","AWS"
"18.168.133.0/24","18.168.133.0","18.168.133.255","AWS"
"18.169.230.136/30","18.169.230.136","18.169.230.139","AWS"
"18.169.230.200/29","18.169.230.200","18.169.230.207","AWS"
"18.171.35.128/26","18.171.35.128","18.171.35.191","AWS"
"18.171.35.212/31","18.171.35.212","18.171.35.213","AWS"
"18.171.35.214/31","18.171.35.214","18.171.35.215","AWS"
"18.171.63.32/30","18.171.63.32","18.171.63.35","AWS"
"18.171.63.36/30","18.171.63.36","18.171.63.39","AWS"
"18.172.0.0/15","18.172.0.0","18.173.255.255","AWS"
"18.172.0.0/15","18.172.0.0","18.173.255.255","AWS"
"18.175.0.0/16","18.175.0.0","18.175.255.255","AWS"
"18.175.0.0/16","18.175.0.0","18.175.255.255","AWS"
"18.175.65.0/24","18.175.65.0","18.175.65.255","AWS"
"18.175.66.0/24","18.175.66.0","18.175.66.255","AWS"
"18.175.67.0/24","18.175.67.0","18.175.67.255","AWS"
"18.176.0.0/15","18.176.0.0","18.177.255.255","AWS"
"18.176.0.0/15","18.176.0.0","18.177.255.255","AWS"
"18.176.203.120/30","18.176.203.120","18.176.203.123","AWS"
"18.177.156.192/26","18.177.156.192","18.177.156.255","AWS"
"18.178.0.0/16","18.178.0.0","18.178.255.255","AWS"
"18.178.0.0/16","18.178.0.0","18.178.255.255","AWS"
"18.179.0.0/16","18.179.0.0","18.179.255.255","AWS"
"18.179.0.0/16","18.179.0.0","18.179.255.255","AWS"
"18.179.48.96/27","18.179.48.96","18.179.48.127","AWS"
"18.179.48.128/27","18.179.48.128","18.179.48.159","AWS"
"18.180.0.0/15","18.180.0.0","18.181.255.255","AWS"
"18.180.0.0/15","18.180.0.0","18.181.255.255","AWS"
"18.180.88.0/23","18.180.88.0","18.180.89.255","AWS"
"18.180.178.0/24","18.180.178.0","18.180.178.255","AWS"
"18.180.180.0/23","18.180.180.0","18.180.181.255","AWS"
"18.181.204.128/26","18.181.204.128","18.181.204.191","AWS"
"18.181.204.192/26","18.181.204.192","18.181.204.255","AWS"
"18.181.242.0/23","18.181.242.0","18.181.243.255","AWS"
"18.182.0.0/16","18.182.0.0","18.182.255.255","AWS"
"18.182.0.0/16","18.182.0.0","18.182.255.255","AWS"
"18.182.96.64/26","18.182.96.64","18.182.96.127","AWS"
"18.183.0.0/16","18.183.0.0","18.183.255.255","AWS"
"18.183.0.0/16","18.183.0.0","18.183.255.255","AWS"
"18.183.37.0/26","18.183.37.0","18.183.37.63","AWS"
"18.184.0.0/15","18.184.0.0","18.185.255.255","AWS"
"18.184.0.0/15","18.184.0.0","18.185.255.255","AWS"
"18.184.2.128/25","18.184.2.128","18.184.2.255","AWS"
"18.184.138.224/27","18.184.138.224","18.184.138.255","AWS"
"18.184.203.128/27","18.184.203.128","18.184.203.159","AWS"
"18.188.0.0/16","18.188.0.0","18.188.255.255","AWS"
"18.188.0.0/16","18.188.0.0","18.188.255.255","AWS"
"18.188.9.0/27","18.188.9.0","18.188.9.31","AWS"
"18.188.9.32/27","18.188.9.32","18.188.9.63","AWS"
"18.188.9.64/29","18.188.9.64","18.188.9.71","AWS"
"18.188.9.80/29","18.188.9.80","18.188.9.87","AWS"
"18.188.9.88/29","18.188.9.88","18.188.9.95","AWS"
"18.189.0.0/16","18.189.0.0","18.189.255.255","AWS"
"18.189.0.0/16","18.189.0.0","18.189.255.255","AWS"
"18.190.0.0/16","18.190.0.0","18.190.255.255","AWS"
"18.190.0.0/16","18.190.0.0","18.190.255.255","AWS"
"18.191.0.0/16","18.191.0.0","18.191.255.255","AWS"
"18.191.0.0/16","18.191.0.0","18.191.255.255","AWS"
"18.192.0.0/15","18.192.0.0","18.193.255.255","AWS"
"18.192.0.0/15","18.192.0.0","18.193.255.255","AWS"
"18.192.142.0/23","18.192.142.0","18.192.143.255","AWS"
"18.192.216.0/22","18.192.216.0","18.192.219.255","AWS"
"18.194.0.0/15","18.194.0.0","18.195.255.255","AWS"
"18.194.0.0/15","18.194.0.0","18.195.255.255","AWS"
"18.196.0.0/15","18.196.0.0","18.197.255.255","AWS"
"18.196.0.0/15","18.196.0.0","18.197.255.255","AWS"
"18.196.161.0/27","18.196.161.0","18.196.161.31","AWS"
"18.196.161.32/27","18.196.161.32","18.196.161.63","AWS"
"18.196.161.80/29","18.196.161.80","18.196.161.87","AWS"
"18.196.161.88/29","18.196.161.88","18.196.161.95","AWS"
"18.196.161.184/29","18.196.161.184","18.196.161.191","AWS"
"18.196.161.192/29","18.196.161.192","18.196.161.199","AWS"
"18.196.161.200/29","18.196.161.200","18.196.161.207","AWS"
"18.198.0.0/15","18.198.0.0","18.199.255.255","AWS"
"18.198.0.0/15","18.198.0.0","18.199.255.255","AWS"
"18.199.68.0/22","18.199.68.0","18.199.71.255","AWS"
"18.199.72.0/22","18.199.72.0","18.199.75.255","AWS"
"18.199.76.0/22","18.199.76.0","18.199.79.255","AWS"
"18.199.211.0/24","18.199.211.0","18.199.211.255","AWS"
"18.200.0.0/16","18.200.0.0","18.200.255.255","AWS"
"18.200.0.0/16","18.200.0.0","18.200.255.255","AWS"
"18.200.73.58/31","18.200.73.58","18.200.73.59","AWS"
"18.200.73.60/30","18.200.73.60","18.200.73.63","AWS"
"18.200.212.0/23","18.200.212.0","18.200.213.255","AWS"
"18.201.0.0/16","18.201.0.0","18.201.255.255","AWS"
"18.201.0.0/16","18.201.0.0","18.201.255.255","AWS"
"18.202.0.0/15","18.202.0.0","18.203.255.255","AWS"
"18.202.0.0/15","18.202.0.0","18.203.255.255","AWS"
"18.202.216.48/29","18.202.216.48","18.202.216.55","AWS"
"18.204.0.0/14","18.204.0.0","18.207.255.255","AWS"
"18.204.0.0/14","18.204.0.0","18.207.255.255","AWS"
"18.206.107.24/29","18.206.107.24","18.206.107.31","AWS"
"18.206.107.160/29","18.206.107.160","18.206.107.167","AWS"
"18.208.0.0/13","18.208.0.0","18.215.255.255","AWS"
"18.208.0.0/13","18.208.0.0","18.215.255.255","AWS"
"18.209.113.64/27","18.209.113.64","18.209.113.95","AWS"
"18.209.113.240/28","18.209.113.240","18.209.113.255","AWS"
"18.213.156.96/28","18.213.156.96","18.213.156.111","AWS"
"18.216.0.0/14","18.216.0.0","18.219.255.255","AWS"
"18.216.0.0/14","18.216.0.0","18.219.255.255","AWS"
"18.216.170.128/25","18.216.170.128","18.216.170.255","AWS"
"18.217.41.64/26","18.217.41.64","18.217.41.127","AWS"
"18.217.41.192/29","18.217.41.192","18.217.41.199","AWS"
"18.217.41.200/29","18.217.41.200","18.217.41.207","AWS"
"18.217.41.208/29","18.217.41.208","18.217.41.215","AWS"
"18.217.41.216/29","18.217.41.216","18.217.41.223","AWS"
"18.220.0.0/14","18.220.0.0","18.223.255.255","AWS"
"18.220.0.0/14","18.220.0.0","18.223.255.255","AWS"
"18.224.0.0/14","18.224.0.0","18.227.255.255","AWS"
"18.224.0.0/14","18.224.0.0","18.227.255.255","AWS"
"18.228.0.0/16","18.228.0.0","18.228.255.255","AWS"
"18.228.0.0/16","18.228.0.0","18.228.255.255","AWS"
"18.228.1.0/29","18.228.1.0","18.228.1.7","AWS"
"18.228.1.8/29","18.228.1.8","18.228.1.15","AWS"
"18.228.1.16/29","18.228.1.16","18.228.1.23","AWS"
"18.228.70.32/29","18.228.70.32","18.228.70.39","AWS"
"18.228.246.0/23","18.228.246.0","18.228.247.255","AWS"
"18.229.0.0/16","18.229.0.0","18.229.255.255","AWS"
"18.229.0.0/16","18.229.0.0","18.229.255.255","AWS"
"18.229.37.0/27","18.229.37.0","18.229.37.31","AWS"
"18.229.37.32/27","18.229.37.32","18.229.37.63","AWS"
"18.229.70.96/27","18.229.70.96","18.229.70.127","AWS"
"18.229.99.0/24","18.229.99.0","18.229.99.255","AWS"
"18.229.100.0/26","18.229.100.0","18.229.100.63","AWS"
"18.229.100.112/30","18.229.100.112","18.229.100.115","AWS"
"18.229.100.116/30","18.229.100.116","18.229.100.119","AWS"
"18.229.100.128/27","18.229.100.128","18.229.100.159","AWS"
"18.229.100.160/27","18.229.100.160","18.229.100.191","AWS"
"18.229.100.192/26","18.229.100.192","18.229.100.255","AWS"
"18.229.220.128/26","18.229.220.128","18.229.220.191","AWS"
"18.229.220.192/26","18.229.220.192","18.229.220.255","AWS"
"18.230.0.0/16","18.230.0.0","18.230.255.255","AWS"
"18.230.0.0/16","18.230.0.0","18.230.255.255","AWS"
"18.230.46.0/27","18.230.46.0","18.230.46.31","AWS"
"18.230.46.32/27","18.230.46.32","18.230.46.63","AWS"
"18.230.46.128/26","18.230.46.128","18.230.46.191","AWS"
"18.230.54.0/23","18.230.54.0","18.230.55.255","AWS"
"18.230.103.0/24","18.230.103.0","18.230.103.255","AWS"
"18.230.104.0/23","18.230.104.0","18.230.105.255","AWS"
"18.230.229.0/24","18.230.229.0","18.230.229.255","AWS"
"18.230.230.0/25","18.230.230.0","18.230.230.127","AWS"
"18.231.0.0/16","18.231.0.0","18.231.255.255","AWS"
"18.231.0.0/16","18.231.0.0","18.231.255.255","AWS"
"18.231.105.0/28","18.231.105.0","18.231.105.15","AWS"
"18.231.105.128/27","18.231.105.128","18.231.105.159","AWS"
"18.231.105.160/29","18.231.105.160","18.231.105.167","AWS"
"18.231.105.168/29","18.231.105.168","18.231.105.175","AWS"
"18.231.105.176/29","18.231.105.176","18.231.105.183","AWS"
"18.231.105.184/29","18.231.105.184","18.231.105.191","AWS"
"18.231.194.8/29","18.231.194.8","18.231.194.15","AWS"
"18.232.0.0/14","18.232.0.0","18.235.255.255","AWS"
"18.232.0.0/14","18.232.0.0","18.235.255.255","AWS"
"18.232.1.32/30","18.232.1.32","18.232.1.35","AWS"
"18.232.1.36/30","18.232.1.36","18.232.1.39","AWS"
"18.232.1.40/30","18.232.1.40","18.232.1.43","AWS"
"18.232.1.44/30","18.232.1.44","18.232.1.47","AWS"
"18.232.1.48/28","18.232.1.48","18.232.1.63","AWS"
"18.232.1.64/26","18.232.1.64","18.232.1.127","AWS"
"18.232.1.128/26","18.232.1.128","18.232.1.191","AWS"
"18.232.1.192/26","18.232.1.192","18.232.1.255","AWS"
"18.236.0.0/15","18.236.0.0","18.237.255.255","AWS"
"18.236.0.0/15","18.236.0.0","18.237.255.255","AWS"
"18.236.61.0/25","18.236.61.0","18.236.61.127","AWS"
"18.237.140.160/29","18.237.140.160","18.237.140.167","AWS"
"18.238.0.0/15","18.238.0.0","18.239.255.255","AWS"
"18.238.0.0/15","18.238.0.0","18.239.255.255","AWS"
"18.244.0.0/15","18.244.0.0","18.245.255.255","AWS"
"18.244.0.0/15","18.244.0.0","18.245.255.255","AWS"
"18.246.0.0/16","18.246.0.0","18.246.255.255","AWS"
"18.246.0.0/16","18.246.0.0","18.246.255.255","AWS"
"18.246.88.0/23","18.246.88.0","18.246.89.255","AWS"
"18.246.92.0/22","18.246.92.0","18.246.95.255","AWS"
"18.246.96.0/22","18.246.96.0","18.246.99.255","AWS"
"18.246.100.0/22","18.246.100.0","18.246.103.255","AWS"
"18.246.107.8/29","18.246.107.8","18.246.107.15","AWS"
"18.246.107.128/29","18.246.107.128","18.246.107.135","AWS"
"18.246.112.0/22","18.246.112.0","18.246.115.255","AWS"
"18.246.116.0/22","18.246.116.0","18.246.119.255","AWS"
"18.246.120.0/22","18.246.120.0","18.246.123.255","AWS"
"18.246.148.128/25","18.246.148.128","18.246.148.255","AWS"
"18.246.151.0/25","18.246.151.0","18.246.151.127","AWS"
"18.246.176.0/24","18.246.176.0","18.246.176.255","AWS"
"18.246.178.0/23","18.246.178.0","18.246.179.255","AWS"
"18.246.181.0/24","18.246.181.0","18.246.181.255","AWS"
"18.246.182.0/23","18.246.182.0","18.246.183.255","AWS"
"18.246.184.0/23","18.246.184.0","18.246.185.255","AWS"
"18.246.190.128/25","18.246.190.128","18.246.190.255","AWS"
"18.246.220.0/25","18.246.220.0","18.246.220.127","AWS"
"18.246.220.128/25","18.246.220.128","18.246.220.255","AWS"
"18.246.224.18/32","18.246.224.18","18.246.224.18","AWS"
"18.246.224.24/29","18.246.224.24","18.246.224.31","AWS"
"18.246.224.200/31","18.246.224.200","18.246.224.201","AWS"
"18.246.224.202/31","18.246.224.202","18.246.224.203","AWS"
